19
20
23
25
28
28
32
36
38
43
44
49
58
61
63
82
94
102
107
138
164
141
188
201
248
288
358
403
478
504
568
672
791
963
1185
1366
1597
1933
2036
2193
2348
2733
2971
3531
4141
4728
5289
5860
6745
7309
7848
8588
10111
11024
12551
